"product","node_comp","betweenness_comp","clustering_comp","node_subs","betweenness_subs","clustering_subs"
"(S)RAGU CHNKY GRDNSTYL GR",0.33284397133654,0,0.4,13.2734215110258,0,0.645316549426138
"*HODGE WHEAT SPAGHETTI",0.259887575589083,0.00425654714667051,0.527272727272727,3.90928128988858,0.0121924825048698,0.397624039133473
"A J BUTTER RICH SYRUP",0.431951123378503,0,0.0357142857142857,6.70341417224299,0,0.606060606060606
"A/JEM COMPLETE PANCAKE MI",0.60464606805354,0,0.0384615384615385,5.14390980599788,0,0.476190476190476
"AJ BUTTERMILK PANCAKE MIX",0.998274239157965,0.0578601832479619,0.0659340659340659,5.26968705157242,0.00129860760406897,0.429435483870968
"ANT JEMIMA CONTRY RICH SY",0.462553065183183,7.21448668927206e-05,0.0357142857142857,10.4230916556919,0.000721448668927206,0.346560846560847
"AUNT JEM ORIGINAL PANCAKE MIX",0.712598484859729,0.000144289733785441,0.0659340659340659,5.46561198893941,7.21448668927206e-05,0.61437908496732
"AUNT JEMIMA LITE SYRUP",0.300323901828022,0,0.0666666666666667,7.07866668544402,7.21448668927206e-05,0.423333333333333
"AUNT JEMIMA ORIGINL SYRUP",0.600685092323394,0.00122646273717625,0.0357142857142857,5.30195172515697,0,0.455882352941176
"BARILLA ANGEL HAIR",0.643838333337043,0.00584373421831037,0.342857142857143,4.00447588054357,0.000432869201356323,0.564784053156146
"BARILLA ELBOW PASTA",0.416954575716337,0.00404011254599235,0.777777777777778,1.72959562360785,0.0128417863069043,0.40531561461794
"BARILLA FARFALLE PASTA",0.658785122394874,0.00101002813649809,0.533333333333333,1.37386953088503,0,0.374747474747475
"BARILLA FETTUCCINE PSTA",0.702776378806684,0.0236635163408123,0.495238095238095,4.52143198774047,0.0342688117740423,0.454790823211876
"BARILLA LINGUINI PASTA",0.487747887490762,0,0.628205128205128,1.68439930922291,0.000793593535819926,0.402150537634409
"BARILLA MOSTACCIOLI",0.330608073395442,0,0.972222222222222,0.796591668888993,0,0.728260869565217
"BARILLA PENNE RIGATE",0.680916007486326,0.00144289733785441,0.433823529411765,2.60173827166024,0.000360724334463603,0.40041928721174
"BARILLA ROTINI",0.57062213316054,0.0160883053170767,0.654545454545455,1.29765600666825,0,0.410975609756098
"BARILLA SPAGHETTI PASTA",0.545674797566663,0.00346295361085059,0.404411764705882,6.06056803472359,0.00425654714667051,0.588888888888889
"BARILLA THIN SPAGHETTI PS",0.607787879681539,0.0403289805930308,0.350877192982456,5.21585075885687,0.00259721520813794,0.528502415458937
"BERTOLLI ALFREDO SAUCE",0.393210801750293,0.00288579467570882,0.472222222222222,2.56136288527045,0.0243128201428468,0.556122448979592
"BISQUICK SHK PR BTMK PNK",0.417508677195419,0,0.0659340659340659,5.55469725592557,0.0455955558761994,0.408199643493761
"CHUNKY TOMATO GARLC ONION",0.643331203152728,0,0.56043956043956,7.22833797712622,0.0045451266142414,0.583227848101266
"CLASSICO ALFREDO DI ROMA",0.587444455773637,0.014212538777866,0.436363636363636,1.76143440011221,0.000432869201356323,0.529448621553885
"CLASSICO FOUR CHEESE SCE",0.413614223659738,0,0.822222222222222,1.69974219309154,0,0.61851106639839
"CLASSICO GRD VEG PRIMAVER",0.457758510545006,0,0.972222222222222,0.751963317099602,0,0.595238095238095
"CLASSICO MUSH&RIPE OLIVES",0.475543795581717,0,0.696969696969697,1.53870537525803,0,0.631235431235431
"CLASSICO SPICY RED PEPPER",0.52215529404223,0.00144289733785441,0.8,0.747401794896442,0,0.581395348837209
"CLASSICO SUN DRIED TOMATO",0.540479330365748,0.00115431787028353,0.341666666666667,1.50782893129026,0.000793593535819926,0.603723404255319
"CLSCO ALFREDO ROAST GARLC",0.584119745141461,0.0162325950508621,0.418181818181818,1.14674913233356,0.000505014068249044,0.548387096774194
"CLSCO CABERNET MARINARA",0.585125713401993,0.0111824543683717,0.709090909090909,1.13420423896396,0,0.482174167153711
"CLSCO SAUCE ITALIAN SAUSG",0.52225533646569,0,0.781818181818182,1.57214658994574,0,0.566233766233766
"CLSCO SAUCE TOMATO/GARLIC",0.671087278719232,0.00562729961763221,0.641025641025641,1.84963304585542,0,0.607017543859649
"CLSCO SAUCE TOMATOE BASIL",0.691953400099911,0.0267657456171993,0.389705882352941,2.91652455861408,0,0.626794258373206
"CLSCO SPICY TOMATO SAUCE",0.634632348885949,0.00346295361085059,0.641025641025641,1.26233630768621,0,0.621428571428571
"CLUB-1PREGO SPAG SAUCE",0.279879991600437,0.00757521102373566,0.133333333333333,11.0050348746266,0.0151504220474713,0.582191780821918
"CREAMETTE ANGEL HAIR PSTA",0.239644154697267,0.000216434600678162,0.488888888888889,7.31021806436783,0,0.446298984034833
"CREAMETTE ELBOW MACARONI",0.302141674226819,0.00764735589062838,0.361111111111111,2.8713420336535,0,0.341836734693878
"CREAMETTE LASAGNA MACR",0.266947098779298,0,0.218181818181818,9.88562294786924,0.057571603780391,0.382205513784461
"CREAMETTE ROTINI MACARONI",0.214529572940097,0.00721448668927206,0.6,2.96911965200159,0.0126253517062261,0.384541062801932
"CREAMETTE SPAGHETTI",0.662927515974783,0.00995599163119544,0.193333333333333,10.867614123154,0.00620445855277397,0.448637316561845
"CREAMETTE SPAGHETTI THIN",0.653940029753553,0.00303008440949426,0.226666666666667,11.8276328589165,0.00584373421831037,0.449350649350649
"CRMET LONG SPAG",0.219282765131159,0,0.377777777777778,10.6247929827922,0.00844094942644831,0.488163265306122
"H J PANCK BTRMLK COMP MIX",0.642942680304775,0.0110381646345862,0.19047619047619,5.29053762139411,0.00620445855277397,0.515789473684211
"H J PANCK MX EX LITE COMP",0.665983224125443,0.000216434600678162,0.19047619047619,4.56544505363956,0,0.468421052631579
"HNT MEAT SPAGHETTI SAUCE",0.735091338945284,0.000577158935141765,0.433823529411765,11.1825121526585,0,0.546471600688468
"HUNT SPAG SAUCE ITL SAUS",0.449935046185265,0,0.916666666666667,5.8646916908753,0.0140682490440805,0.622519841269841
"HUNT SPAG SCE ITAL 4 CHSE",0.749239069857712,7.21448668927206e-05,0.712121212121212,6.60741584501468,0,0.628038628038628
"HUNT TRADITIONAL SAUCE",0.940017578638359,0.0128417863069043,0.333333333333333,12.1777953948725,0,0.605061605061605
"HUNTS SPAG SCE GARLIC/HER",0.905751756887542,0.0214991703340307,0.495238095238095,7.54235782318094,0,0.641139240506329
"HUNTS SPAG.SAUCE MUSHROOM",0.764262479276964,7.21448668927206e-05,0.641025641025641,7.89217594618945,0.000865738402712647,0.594769321187188
"LGT N FLUFFY XWIDE EGG ND",0.0420149342098579,0,0,3.16083263050857,0.16759252579179,0.324420677361854
"LOG CABIN SYRUP REG",0.27019979924536,0,0.0666666666666667,5.12216587410538,7.21448668927206e-05,0.424242424242424
"MRS BUTTERWORTH PANCAKE M",0.52308083685853,0.0108938749008008,0.0909090909090909,3.95320637155023,0,0.5
"MRS BUTTERWORTH SYRUP",0.495041651408201,0.000937883269605368,0.0357142857142857,6.88052917501198,0,0.345029239766082
"MUELLER ANGEL HAIR PASTA",0.297452025941411,0,0.545454545454545,6.28145448471556,0.00800808022509198,0.565452091767881
"MUELLER ELBOW MACARONI",0.358754721801663,0.00194791140610346,0.8,1.75355365225164,0,0.394871794871795
"MUELLER ELBOWS",0.297551254246553,0.00180362167231801,0.8,2.17855991514994,0,0.39136302294197
"MUELLER LASAGNE",0.326446881279872,7.21448668927206e-05,0.483516483516484,8.41594307223991,0.00930668782916095,0.476328502415459
"MUELLER REG SPAGHETTI",0.305423994420039,0,0.393939393939394,7.33503210936037,0,0.626984126984127
"MUELLER SPAGHETTI",1.08006861110071,0.00476156121491956,0.309309309309309,10.6572727092396,0.0366495923815021,0.521739130434783
"MUELLER THIN SPAGHETI",0.853783469132398,0.00887381862780463,0.4,9.3566578950931,0.00274150494192338,0.50531914893617
"MUELLER THIN SPAGHETTI",1.00361510276109,0.0169540437197893,0.285714285714286,10.9737729393889,0.00779164562441382,0.419842710223835
"MUELLER VERMICELLI",0.321143417771981,0,0.454545454545455,6.66664963843685,0,0.570570570570571
"NEWMANS MARINARA SAUCE",0.16404014664565,0.000216434600678162,0.6,6.60039817227958,0.0463891494120193,0.631172839506173
"NEWMANS\SOCKAROONI SAUCE",0.229949274843278,0.0069980520885939,0.214285714285714,6.11856720645171,0.00468941634802684,0.670198222829802
"NRTHWDS BTR MPL FLV SYRUP",0.359871972974761,0,0.0357142857142857,8.92003036102398,0.0115431787028353,0.438746438746439
"PILL H J MMV REG SYRUP",0.306414056639145,7.21448668927206e-05,0.0476190476190476,7.27764973717631,0,0.347126436781609
"PREGO GARDEN COMBINATON",0.478260019696548,7.21448668927206e-05,0.6,10.6424578751724,0,0.527450980392157
"PREGO HEARTY MT FRSH MUSH",0.366978415825416,0.000144289733785441,0.5,1.77533811607859,0,0.751222921034242
"PREGO HEARTY MT ITALIAN S",0.479385975060301,0.0024529254743525,0.333333333333333,0.767294456481008,0,0.593848937132519
"PREGO HEARTY MT MEATBALL",0.490264447191143,0.0206334319313181,0.357142857142857,4.11221380074408,0,0.629399585921325
"PREGO ITALIAN SAUSAGE",0.376265645306658,7.21448668927206e-05,0.681818181818182,7.65011828593319,0,0.581415174765558
"PREGO MUSHROOM & GARLIC",0.333263023783423,0,0.8,9.94853553342125,0,0.626064420584968
"PREGO MUSHROOM SPAG SAUCE",0.761794237771814,0.00115431787028353,0.287749287749288,17.1538053451165,0.0370103167159657,0.513797313797314
"PREGO MUSHROOM SUPREME SC",0.255899487415653,0.000144289733785441,0.355555555555556,13.2989829117604,0.0432869201356324,0.552982456140351
"PREGO REG SPAGHETTI SAUCE",0.89430532821146,0.0502849722242262,0.270935960591133,15.5160174589386,0.0158718707163985,0.510980592441267
"PREGO RSTD GRLC/HRB SAUCE",0.342156240872681,0,0.861111111111111,8.28002195562824,0,0.634554500226142
"PREGO SPAG SAUCE MEAT",0.524554284962617,0.00101002813649809,0.403508771929825,13.5130503464837,0.016016160450184,0.566772151898734
"PREGO SPAG SAUCE PLAIN",0.632999072077759,0.00324651901017243,0.181818181818182,20.7703122551188,0.235047976336484,0.566544566544567
"PREGO THREE CHSE MARINARA",0.480320031083157,0.037948199985571,0.138888888888889,3.01902350397279,0.00151504220474713,0.438914027149321
"PREGO TOM/ONION/GARLIC SC",0.570021845251764,0.00432869201356324,0.457516339869281,9.00006373688029,0,0.593073593073593
"PRIVATE LABEL ANGEL HAIR PASTA",1.31783927964525,0.0729384604285405,0.0956228956228956,12.149570032904,0.04905850948705,0.444155844155844
"PRIVATE LABEL BOWTIES",0.301567050538537,0.000432869201356323,0.466666666666667,2.25913962487285,0.000432869201356323,0.37246963562753
"PRIVATE LABEL BRUSCHETA W/ONIONS",0.515276237076405,0.000216434600678162,0.625,10.6123961421564,0.0171704783204675,0.482522522522522
"PRIVATE LABEL BUTTERED SYRUP",0.605110757219899,0.000360724334463603,0.439393939393939,5.68790447192303,0,0.360777058279371
"PRIVATE LABEL CAPELLINI ANGEL HAIR",0.203420859149427,0.000432869201356323,0.4,2.61797773973784,7.21448668927206e-05,0.517970401691332
"PRIVATE LABEL CHNKY SAUC PEP MUS",0.819398347516454,0.0115431787028353,0.871794871794872,3.7697698571351,0,0.696610169491525
"PRIVATE LABEL CHUNKY SPAGETTI SAUCE",0.687320260302328,0.00216434600678162,0.666666666666667,5.17284818614316,0,0.664788732394366
"PRIVATE LABEL CLS ITL GRL&HRB SAUCE",0.908946441099688,0.00317437414327971,0.606060606060606,4.2951854242464,0,0.705029838022165
"PRIVATE LABEL CLS ITL RSTD GRLC&ON",0.788737683474856,0,0.755555555555556,3.45550776434199,0,0.747319347319347
"PRIVATE LABEL COMPLETE PANCAKE MIX",0.96928453396277,0.0751028064353221,0.163636363636364,4.34008546351705,0.0315994516990116,0.381538461538462
"PRIVATE LABEL ELBO MACARONI",0.471982923473467,0.00310222927638699,0.338235294117647,5.31544143362358,0.0341966669071496,0.42530612244898
"PRIVATE LABEL ELBOW MACARONI",0.747005185191602,0.101074958516702,0.188405797101449,7.78278630297634,0.0637039174662723,0.388937664618086
"PRIVATE LABEL EXTRA WIDE NOODLES",0.284526079346344,0.000216434600678162,0.533333333333333,3.39310416354101,0.063776062333165,0.377142857142857
"PRIVATE LABEL FARFALLE BOWTIES",0.293278803721934,0.00202005627299618,0.472222222222222,2.41142136873757,0.0164490296515403,0.373015873015873
"PRIVATE LABEL FETTUCCINE SPAGHETI",0.562814183106847,0.0282086429550537,0.348484848484849,3.89304778603217,0.00937883269605368,0.445344129554656
"PRIVATE LABEL FETTUCCINI",0.924568268335324,0.133468003751533,0.32967032967033,5.82138898742798,0.0147896977130077,0.512128325508607
"PRIVATE LABEL FF PASTA SC GRDN VEG",0.419357392201558,0.011110309501479,0.59047619047619,8.21596126492046,0,0.588280060882801
"PRIVATE LABEL HONEY MAPLE SYRUP",0.488340172170011,0,0.555555555555556,4.97326358455407,0,0.368421052631579
"PRIVATE LABEL HS SPAG SAUCE TOM/BAS",0.694849176221457,0.00151504220474713,0.742857142857143,7.56065160018795,0,0.520164046479836
"PRIVATE LABEL HS SPAG SCAUCE W/BEEF",0.473854207256603,0,0.945454545454546,6.14860983098754,0,0.632998413537811
"PRIVATE LABEL HS SPAG SCAUCE W/MUSH",0.597646543533255,0,0.858974358974359,6.18293281738519,0,0.701619778346121
"PRIVATE LABEL LASAGNA PASTA",0.863193443918254,0,0.121212121212121,12.8177348755003,0.00714234182237934,0.469449485783424
"PRIVATE LABEL LINGUINE",0.171950586445616,0,0.714285714285714,2.96098902544823,0.000144289733785441,0.354609929078014
"PRIVATE LABEL LITE PANCAKE SYRUP",0.361288356663756,0,0.490909090909091,4.89134037278303,0,0.388405797101449
"PRIVATE LABEL MEDIUM NOODLES",0.216075126051466,0,0.607142857142857,3.19359679550852,0.0180362167231801,0.383333333333333
"PRIVATE LABEL ORIG SPAG SAUCE TRAD",0.143014025500073,0,0,16.4592099955254,0.112906716687108,0.6108848574602
"PRIVATE LABEL PANCAKE SYRUP",0.401219617281885,0.0108938749008008,0.0555555555555556,8.13537591972896,0.135055190823173,0.375494071146245
"PRIVATE LABEL PENNE RIGATE",0.721045712703098,0.0269821802178775,0.25296442687747,3.27608111253191,0.00533872015006132,0.37280701754386
"PRIVATE LABEL RAINBOW SALAD TWIRLS BAG",0.275773438371112,0.000865738402712647,0.555555555555556,1.88622176761012,0,0.386904761904762
"PRIVATE LABEL RIGATONI",0.216915959278561,0,0.619047619047619,3.84264420969399,0.0310944376307626,0.431313131313131
"PRIVATE LABEL SALAD ROTINI BAG",0.498602593841505,0.0179640718562874,0.515151515151515,2.37098899674947,0,0.355442176870748
"PRIVATE LABEL SALAD SHELLS",0.392775031963955,0.0151504220474713,0.611111111111111,0.871296298983746,0,0.37746806039489
"PRIVATE LABEL SPAG SAUCE MUSHROOM",0.514097583145094,0,0.791208791208791,6.88901809243344,0,0.703365384615385
"PRIVATE LABEL SPAG SCE FOUR CHEE",0.887420872724246,0.00829665969266287,0.690909090909091,4.10606667726474,0,0.599298245614035
"PRIVATE LABEL SPAG SCE MEAT",0.688964994440504,0.00165933193853257,0.755555555555556,6.07371638313657,0,0.678665496049166
"PRIVATE LABEL SPAG SCE MUSHROOM",0.813740806110179,7.21448668927206e-05,0.690909090909091,4.91623810001364,0,0.571913580246914
"PRIVATE LABEL SPAG SCE TRADITION",0.746139809403874,0.00216434600678162,0.606060606060606,7.34830941145594,0,0.606726606726607
"PRIVATE LABEL SPAG SCE TRADITIONAL",0.627587676593648,0.00173147680542529,0.666666666666667,8.73252357029764,0,0.549808992065824
"PRIVATE LABEL SPAGETTI SCE W/MUSHRM",0.753224096251282,0.000360724334463603,0.813186813186813,4.24976808236579,0,0.637826961770624
"PRIVATE LABEL SPAGHETTI",0.742497696595362,0.000865738402712647,0.165591397849462,9.55720497243372,0.00743092128995022,0.440983606557377
"PRIVATE LABEL SPAGHETTI PASTA",0.243185455807347,0.00122646273717625,0.333333333333333,3.73321858189012,0,0.544444444444444
"PRIVATE LABEL SPAGHETTI REGULAR",2.47636498180643,0.432580621888753,0.101694915254237,15.2336452060391,0.0254671380131304,0.41468253968254
"PRIVATE LABEL SPAGHETTI THIN",1.08493521682283,0,0.127272727272727,14.2620206717409,0.0425654714667051,0.444632768361582
"PRIVATE LABEL SPAGHETTINIPASTA",0.210210976271487,0,1,2.91435778012432,0,0.497448979591837
"PRIVATE LABEL SPAGHTTI SAUCE MEAT",0.580481476136523,0,0.813186813186813,6.95389438468294,0,0.74347158218126
"PRIVATE LABEL SYRUP PLASTIC BOTTLE",0.734334308374863,0.221484741360652,0.351648351648352,7.29597018999879,0.00620445855277397,0.396045197740113
"PRIVATE LABEL THIN SPAGHETTI",2.29489332913529,0.142486112113123,0.109090909090909,15.3381038180741,0.0920568501551115,0.466948704389212
"PRIVATE LABEL VERMICELLI",0.320465079529322,0,0.230769230769231,8.32870952165462,0.00519443041627588,0.482448979591837
"PRIVATE LABEL WIDE EGG NOODLES",0.240791108347573,0.000144289733785441,0.619047619047619,0.926832336558707,0.000144289733785441,0.344729344729345
"PRIVATE LABEL X WIDE EGG NOODLES",0.0833197676803638,0,0.333333333333333,2.23292439711055,0.00822451482577015,0.36
"PRIVATE LABEL YOLK FREE NOODLES",0.0849982771995046,0,0.666666666666667,1.15128569744617,0,0.371428571428571
"QUAKER AUNT JAM BUTR LITE",0.308434848991432,0,0.0476190476190476,6.82408986064473,7.21448668927206e-05,0.474358974358974
"RAGU CC DBL CHEDDAR",0.433352960184596,0.00577158935141765,0.277777777777778,2.55443902225142,0.000288579467570882,0.434547908232119
"RAGU CHKY GAR SUN TOM/BSL",0.522496115652399,7.21448668927206e-05,0.676470588235294,7.55978191099058,0.0020922011398889,0.468347338935574
"RAGU CHS CREATN PARM MOZZ",0.681309766450664,0.00252507034124522,0.340659340659341,3.34159687090169,0.00541086501695404,0.434663536776213
"RAGU CHUNKY G/S MAMAS SCE",0.548786856896665,0.000721448668927206,0.803921568627451,5.80977229261171,0.00562729961763221,0.415584415584416
"RAGU GARDEN SUPER VEG SCE",0.810689993926314,0.000144289733785441,0.735930735930736,5.33871286416126,0,0.502497502497502
"RAGU GS SUPER MUSHROOM",0.973678883199304,0.000937883269605368,0.544334975369458,8.26998970454044,0.00180362167231801,0.486075949367089
"RAGU HEARTY ITAL PSTA SCE",0.95924797373256,0.00728663155616478,0.65,3.03069332467962,0,0.410740203193033
"RAGU HEARTY MT CLASSIC IT",0.146299262464593,0.000360724334463603,0.333333333333333,6.74832457245569,0,0.71981351981352
"RAGU HEARTY SAUT ON/MUSH",0.949015681898038,0.000793593535819926,0.686666666666667,7.0677324040462,0,0.442256832206876
"RAGU LT PARM ALFRDO SAUCE",0.45933725132299,0.000144289733785441,0.409090909090909,2.65298950623554,0.00562729961763221,0.428571428571429
"RAGU MAMAS MEAT SAUCE",0.273843809140674,0.0110381646345862,0.333333333333333,12.8352921783794,0.00505014068249044,0.663607594936709
"RAGU MEAT SPAGHETTI SAUCE",0.282140226546768,0,0.236363636363636,17.3916743217725,0.0341245220402568,0.602409638554217
"RAGU OWS SPAG SAUCE MEAT",0.989947249703587,0.00598802395209581,0.460591133004926,12.3778483098525,0.00396796767909963,0.583098591549296
"RAGU RBST ITALIAN MEAT",0.392603723507763,0,0.766666666666667,10.930251922078,0.080297236851598,0.444444444444444
"RAGU ROBUSTO ITAL SAUSAGE",0.658043112226715,0.000288579467570882,0.810526315789474,4.67707427886187,0.000144289733785441,0.459284627092846
"RAGU ROBUSTO PARM ROMANO",1.00700018909476,0.00288579467570882,0.623333333333333,2.41339420777795,0,0.442937853107345
"RAGU ROBUSTO RSTD GARLIC",0.782924705284441,0.000144289733785441,0.742857142857143,2.93257818164773,0,0.439716312056738
"RAGU ROBUSTO SIX CHEESE",0.964121118416433,0.0240963855421687,0.609230769230769,5.42717554197304,0,0.427425821972735
"RAGU SAUTEE ONION SPAG SC",0.460086127471379,0.000721448668927206,0.361904761904762,12.8297540630809,0.00252507034124522,0.559754851889683
"RAGU SPAG SCE GRN PEPP&MU",0.983907030001861,0.00122646273717625,0.555555555555556,8.50668369632049,0.000360724334463603,0.54824016563147
"RAGU SPAG SCE ITAL GRD CO",1.14623642981748,0.0241685304090614,0.516129032258065,10.2003132460509,0.0158718707163985,0.439655172413793
"RAGU SPAGH SAUCE PLAIN",0.573338043727879,0.0150782771805786,0.168421052631579,19.9617086911964,0.0728663155616478,0.548387096774194
"RAGU SUPER MUSHRM SPGH SC",0.37454819489815,0.00129860760406897,0.227272727272727,15.1185899936126,0.000505014068249044,0.550062421972534
"RAGU TOM BASIL/ITAL",0.780576678276881,0.000793593535819926,0.853801169590643,2.24318737260994,0,0.428571428571429
"RAGU TRADITIONAL MUSHROOM",0.726488085934351,0,0.659420289855072,8.49113809545379,0,0.55010060362173
"RAGU TRADITIONAL PLAIN",1.29378855562733,0.174590577880384,0.242424242424242,15.2081615351421,0.0253228482793449,0.563103563103563
"RAGU\CHZ CREATION ALFRDO",1.08638178790246,0.0787821946468509,0.213438735177866,4.02229279234898,0.0224370536036361,0.40959040959041
"RAGU\HEARTY ONION/GARLIC",1.02619223734466,0.013418945242046,0.621693121693122,7.67848517487786,0,0.486846486846487
"RAGU\TOMATO GRLC/ONION SC",0.940920818146595,0.000865738402712647,0.603174603174603,5.65894208255234,0,0.441090555014606
"RONZONI CURLY LASAGNE NO",0.168171554097705,0,0.19047619047619,6.77594617272926,0.000144289733785441,0.541963015647226
"RONZONI CUT ZITI",0.195723703684311,0.00901810836159007,0.4,5.20082775293145,0.0388139383882837,0.500580720092915
"RONZONI SPAGHETTI #8",0.253589242612083,0.0028136498088161,0.290909090909091,10.0260073990866,0.00476156121491956,0.560386473429952
"RONZONI\THIN SPAG NOODLES",0.176997618804535,0.000793593535819926,0.428571428571429,9.32493721636889,0.00339080874395787,0.591304347826087
"SAN GRGO SPAGHETTI",0.300945307479177,0,0.282051282051282,11.3433623441707,0.00678161748791573,0.455194805194805
"SAN GRGO THIN SPAGHETTI",0.217156189095409,0,0.305555555555556,11.3042504125216,0.00324651901017243,0.474025974025974
